rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,SeqNum,GpsLon,GpsLat,CamLon,CamLat,Timestamp
1549879525509178941,,2,,1549879525,509000000,'',2,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525509
1549879525559538298,,3,,1549879525,560000000,'',3,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525560
1549879525599950533,,4,,1549879525,601000000,'',4,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525601
1549879525640357499,,5,,1549879525,641000000,'',5,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525641
1549879525670655855,,6,,1549879525,672000000,'',6,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525672
1549879525700859801,,7,,1549879525,710000000,'',7,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525710
1549879525741384756,,8,,1549879525,743000000,'',8,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525743
1549879525781791093,,9,,1549879525,787000000,'',9,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525787
1549879525812133188,,10,,1549879525,821000000,'',10,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525821
1549879525852598196,,11,,1549879525,856000000,'',11,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525856
1549879525893057794,,12,,1549879525,895000000,'',12,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525895
1549879525933551005,,13,,1549879525,936000000,'',13,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525936
1549879525963920076,,14,,1549879525,970000000,'',14,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879525970
1549879526004383387,,15,,1549879526,11000000,'',15,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526011
1549879526044878182,,16,,1549879526,49000000,'',16,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526049
1549879526095445686,,17,,1549879526,103000000,'',17,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526103
1549879526125809774,,18,,1549879526,132000000,'',18,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526132
1549879526156156888,,19,,1549879526,157000000,'',19,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526157
1549879526186538703,,20,,1549879526,195000000,'',20,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526195
1549879526226993322,,21,,1549879526,227000000,'',21,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526227
1549879526247240970,,22,,1549879526,250000000,'',22,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526250
1549879526277597768,,23,,1549879526,283000000,'',23,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526283
1549879526307928585,,24,,1549879526,315000000,'',24,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526315
1549879526338206758,,25,,1549879526,348000000,'',25,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526348
1549879526378518977,,26,,1549879526,384000000,'',26,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526384
1549879526408781462,,27,,1549879526,418000000,'',27,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526418
1549879526439127404,,28,,1549879526,447000000,'',28,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526447
1549879526479671254,,29,,1549879526,483000000,'',29,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526483
1549879526510046936,,30,,1549879526,517000000,'',30,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526517
1549879526540368929,,31,,1549879526,546000000,'',31,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526546
1549879526570763092,,32,,1549879526,577000000,'',32,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526577
1549879526611119831,,33,,1549879526,612000000,'',33,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526612
1549879526631271588,,34,,1549879526,636000000,'',34,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526636
1549879526661533118,,35,,1549879526,671000000,'',35,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526671
1549879526701807289,,36,,1549879526,705000000,'',36,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526705
1549879526742258814,,37,,1549879526,745000000,'',37,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526745
1549879526772602497,,38,,1549879526,774000000,'',38,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526774
1549879526802918826,,39,,1549879526,806000000,'',39,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526806
1549879526833255614,,40,,1549879526,842000000,'',40,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526842
1549879526873748602,,41,,1549879526,876000000,'',41,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526876
1549879526904110454,,42,,1549879526,909000000,'',42,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526909
1549879526934495577,,43,,1549879526,935000000,'',43,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526935
1549879526954761413,,44,,1549879526,958000000,'',44,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526958
1549879526985112333,,45,,1549879526,988000000,'',45,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879526988
1549879527005268647,,46,,1549879527,12000000,'',46,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527012
1549879527045577758,,47,,1549879527,46000000,'',47,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527046
1549879527075952643,,48,,1549879527,78000000,'',48,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527078
1549879527106230331,,49,,1549879527,110000000,'',49,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527110
1549879527126391289,,50,,1549879527,135000000,'',50,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527135
1549879527156741453,,51,,1549879527,159000000,'',51,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527159
1549879527187037778,,52,,1549879527,193000000,'',52,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527193
1549879527227386502,,53,,1549879527,231000000,'',53,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527231
1549879527247602760,,54,,1549879527,252000000,'',54,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527252
1549879527288079928,,55,,1549879527,289000000,'',55,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527289
1549879527318332497,,56,,1549879527,319000000,'',56,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527319
1549879527348598269,,57,,1549879527,353000000,'',57,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527353
1549879527378837691,,58,,1549879527,386000000,'',58,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527386
1549879527409067557,,59,,1549879527,419000000,'',59,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527419
1549879527439311620,,60,,1549879527,443000000,'',60,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527443
1549879527469557393,,61,,1549879527,474000000,'',61,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527474
1549879527489754473,,62,,1549879527,498000000,'',62,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527498
1549879527519981866,,63,,1549879527,526000000,'',63,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527526
1549879527550302612,,64,,1549879527,551000000,'',64,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527551
1549879527580649260,,65,,1549879527,582000000,'',65,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527582
1549879527610954490,,66,,1549879527,615000000,'',66,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527615
1549879527641278466,,67,,1549879527,646000000,'',67,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527646
1549879527671629531,,68,,1549879527,679000000,'',68,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527679
1549879527712094190,,69,,1549879527,713000000,'',69,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527713
1549879527742465229,,70,,1549879527,744000000,'',70,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527744
1549879527772708147,,71,,1549879527,774000000,'',71,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527774
1549879527802938614,,72,,1549879527,803000000,'',72,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527803
1549879527833113902,,73,,1549879527,840000000,'',73,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527840
1549879527863353652,,74,,1549879527,869000000,'',74,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527869
1549879527893527715,,75,,1549879527,894000000,'',75,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527894
1549879527923838860,,76,,1549879527,927000000,'',76,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527927
1549879527943991768,,77,,1549879527,947000000,'',77,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527947
1549879527974218849,,78,,1549879527,984000000,'',78,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879527984
1549879528004498320,,79,,1549879528,13000000,'',79,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528013
1549879528034771849,,80,,1549879528,42000000,'',80,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528042
1549879528065069124,,81,,1549879528,73000000,'',81,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528073
1549879528105530061,,82,,1549879528,106000000,'',82,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528106
1549879528125779364,,83,,1549879528,130000000,'',83,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528130
1549879528156111415,,84,,1549879528,157000000,'',84,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528157
1549879528186440756,,85,,1549879528,188000000,'',85,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528188
1549879528206601224,,86,,1549879528,216000000,'',86,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528216
1549879528236888931,,87,,1549879528,246000000,'',87,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528246
1549879528277239518,,88,,1549879528,280000000,'',88,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528280
1549879528297408904,,89,,1549879528,304000000,'',89,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528304
1549879528327690447,,90,,1549879528,336000000,'',90,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528336
1549879528357925690,,91,,1549879528,361000000,'',91,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528361
1549879528388234620,,92,,1549879528,395000000,'',92,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528395
1549879528418574218,,93,,1549879528,427000000,'',93,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528427
1549879528448963833,,94,,1549879528,452000000,'',94,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528452
1549879528479232905,,95,,1549879528,482000000,'',95,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528482
1549879528509526886,,96,,1549879528,517000000,'',96,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528517
1549879528549987603,,97,,1549879528,552000000,'',97,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528552
1549879528580307785,,98,,1549879528,587000000,'',98,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528587
1549879528610642309,,99,,1549879528,618000000,'',99,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528618
1549879528640926203,,100,,1549879528,649000000,'',100,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528649
1549879528671267470,,101,,1549879528,674000000,'',101,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528674
1549879528691517204,,102,,1549879528,698000000,'',102,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528698
1549879528721858457,,103,,1549879528,722000000,'',103,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528722
1549879528742120302,,104,,1549879528,748000000,'',104,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528748
1549879528772489282,,105,,1549879528,775000000,'',105,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528775
1549879528802811294,,106,,1549879528,808000000,'',106,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528808
1549879528833132879,,107,,1549879528,834000000,'',107,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528834
1549879528863405805,,108,,1549879528,869000000,'',108,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528869
1549879528893745467,,109,,1549879528,902000000,'',109,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528902
1549879528913991353,,110,,1549879528,921000000,'',110,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528921
1549879528934248928,,111,,1549879528,941000000,'',111,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528941
1549879528964659139,,112,,1549879528,965000000,'',112,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528965
1549879528995137674,,113,,1549879528,995000000,'',113,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879528995
1549879529025520133,,114,,1549879529,26000000,'',114,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529026
1549879529055850223,,115,,1549879529,57000000,'',115,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529057
1549879529086235833,,116,,1549879529,90000000,'',116,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529090
1549879529106581368,,117,,1549879529,116000000,'',117,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529116
1549879529147045279,,118,,1549879529,150000000,'',118,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529150
1549879529177379974,,119,,1549879529,181000000,'',119,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529181
1549879529197658380,,120,,1549879529,207000000,'',120,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529207
1549879529228028678,,121,,1549879529,234000000,'',121,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529234
1549879529268572088,,122,,1549879529,270000000,'',122,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529270
1549879529288733004,,123,,1549879529,295000000,'',123,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529295
1549879529318998328,,124,,1549879529,321000000,'',124,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529321
1549879529339243564,,125,,1549879529,346000000,'',125,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529346
1549879529359500386,,126,,1549879529,369000000,'',126,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529369
1549879529389880890,,127,,1549879529,392000000,'',127,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529392
1549879529410089366,,128,,1549879529,418000000,'',128,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529418
1549879529440490803,,129,,1549879529,443000000,'',129,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529443
1549879529481257719,,130,,1549879529,481000000,'',130,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529481
1549879529501486833,,131,,1549879529,511000000,'',131,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529511
1549879529531762185,,132,,1549879529,537000000,'',132,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529537
1549879529572280603,,133,,1549879529,581000000,'',133,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529581
1549879529632939515,,134,,1549879529,638000000,'',134,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529638
1549879529703745047,,135,,1549879529,711000000,'',135,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529711
1549879529754386000,,136,,1549879529,759000000,'',136,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529759
1549879529795064498,,137,,1549879529,796000000,'',137,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529796
1549879529845664184,,138,,1549879529,847000000,'',138,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529847
1549879529886179245,,139,,1549879529,894000000,'',139,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529894
1549879529936773919,,140,,1549879529,938000000,'',140,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529938
1549879529967146096,,141,,1549879529,976000000,'',141,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879529976
1549879530017713163,,142,,1549879530,18000000,'',142,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530018
1549879530058092361,,143,,1549879530,59000000,'',143,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530059
1549879530088338687,,144,,1549879530,93000000,'',144,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530093
1549879530128694657,,145,,1549879530,135000000,'',145,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530135
1549879530179293527,,146,,1549879530,184000000,'',146,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530184
1549879530219758041,,147,,1549879530,224000000,'',147,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530224
1549879530270334310,,148,,1549879530,273000000,'',148,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530273
1549879530310775633,,149,,1549879530,311000000,'',149,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530311
1549879530351267447,,150,,1549879530,356000000,'',150,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530356
1549879530391725501,,151,,1549879530,394000000,'',151,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530394
1549879530442518089,,152,,1549879530,448000000,'',152,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530448
1549879530483070843,,153,,1549879530,490000000,'',153,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530490
1549879530523530697,,154,,1549879530,527000000,'',154,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530527
1549879530543790532,,155,,1549879530,553000000,'',155,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530553
1549879530574121247,,156,,1549879530,580000000,'',156,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530580
1549879530604502536,,157,,1549879530,613000000,'',157,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530613
1549879530634778696,,158,,1549879530,644000000,'',158,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530644
1549879530665154046,,159,,1549879530,671000000,'',159,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530671
1549879530695523014,,160,,1549879530,701000000,'',160,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530701
1549879530735999536,,161,,1549879530,737000000,'',161,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530737
1549879530756253197,,162,,1549879530,765000000,'',162,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530765
1549879530796750580,,163,,1549879530,797000000,'',163,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530797
1549879530816898844,,164,,1549879530,821000000,'',164,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530821
1549879530837117860,,165,,1549879530,842000000,'',165,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530842
1549879530857324647,,166,,1549879530,861000000,'',166,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530861
1549879530877583688,,167,,1549879530,881000000,'',167,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530881
1549879530897833270,,168,,1549879530,900000000,'',168,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530900
1549879530928201485,,169,,1549879530,930000000,'',169,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530930
1549879530948453983,,170,,1549879530,956000000,'',170,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530956
1549879530978750835,,171,,1549879530,980000000,'',171,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530980
1549879530998899703,,172,,1549879530,999000000,'',172,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879530999
1549879531019216794,,173,,1549879531,19000000,'',173,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531019
1549879531029355803,,174,,1549879531,38000000,'',174,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531038
1549879531049548235,,175,,1549879531,57000000,'',175,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531057
1549879531079887108,,176,,1549879531,81000000,'',176,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531081
1549879531100230320,,177,,1549879531,100000000,'',177,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531100
1549879531110355400,,178,,1549879531,119000000,'',178,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531119
1549879531130566779,,179,,1549879531,139000000,'',179,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531139
1549879531150754164,,180,,1549879531,158000000,'',180,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531158
1549879531170952539,,181,,1549879531,178000000,'',181,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531178
1549879531191144431,,182,,1549879531,197000000,'',182,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531197
1549879531211362905,,183,,1549879531,221000000,'',183,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531221
1549879531231500343,,184,,1549879531,240000000,'',184,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531240
1549879531251655990,,185,,1549879531,259000000,'',185,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531259
1549879531271908455,,186,,1549879531,280000000,'',186,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531280
1549879531302233019,,187,,1549879531,302000000,'',187,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531302
1549879531312350170,,188,,1549879531,321000000,'',188,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531321
1549879531332573024,,189,,1549879531,342000000,'',189,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531342
1549879531362851145,,190,,1549879531,364000000,'',190,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531364
1549879531372955213,,191,,1549879531,383000000,'',191,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531383
1549879531403400241,,192,,1549879531,404000000,'',192,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531404
1549879531423621237,,193,,1549879531,426000000,'',193,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531426
1549879531443873023,,194,,1549879531,446000000,'',194,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531446
1549879531464126058,,195,,1549879531,467000000,'',195,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531467
1549879531484357928,,196,,1549879531,490000000,'',196,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531490
1549879531504575196,,197,,1549879531,512000000,'',197,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531512
1549879531524730266,,198,,1549879531,531000000,'',198,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531531
1549879531544935666,,199,,1549879531,552000000,'',199,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531552
1549879531565168057,,200,,1549879531,571000000,'',200,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531571
1549879531585365545,,201,,1549879531,593000000,'',201,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531593
1549879531605638715,,202,,1549879531,615000000,'',202,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531615
1549879531625843261,,203,,1549879531,634000000,'',203,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531634
1549879531646114571,,204,,1549879531,655000000,'',204,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531655
1549879531666319064,,205,,1549879531,676000000,'',205,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531676
1549879531686476090,,206,,1549879531,696000000,'',206,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531696
1549879531716735746,,207,,1549879531,719000000,'',207,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531719
1549879531736969680,,208,,1549879531,740000000,'',208,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531740
1549879531757222676,,209,,1549879531,764000000,'',209,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531764
1549879531777477338,,210,,1549879531,784000000,'',210,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531784
1549879531797727684,,211,,1549879531,805000000,'',211,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531805
1549879531828208531,,212,,1549879531,828000000,'',212,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531828
1549879531838275183,,213,,1549879531,847000000,'',213,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531847
1549879531868563007,,214,,1549879531,873000000,'',214,-2.60252594948,51.4558143616,-2.60252594948,51.4558143616,1549879531873
